,LATITUDE,LONGITUDE,SURVEY_YEAR,CPUE,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE
12317,60.00017,-176.655,1987,3889.0,1.6,9.3
12318,60.00017,-170.59617,1980,62661.0,0.5,5.0
12319,60.00017,-169.9895,1987,50139.0,1.2,7.2
12320,60.00021,-169.3185,2013,215.0,1.2,4.9
12321,60.00021,-168.6676,2001,351.0,-0.2,3.3
12322,60.00025,-168.62608,1994,169942.0,-0.5,4.9
12323,60.00033,-177.21405,2000,2733.0,0.3,8.7
12324,60.00033,-175.9374,2009,411.0,1.8,6.9
12325,60.00034,-173.9525,1992,545.0,-0.9,7.9
12326,60.00035,-176.71478,2012,2391.0,0.9,8.7
12327,60.00035,-169.97725,2009,17355.0,-1.1,3.5
12328,60.00036,-177.92744,2014,1330.5,1.9,10.1
12329,60.00036,-173.94058,1998,3624.0,1.7,8.9
12330,60.00039,-167.99091,2015,72.0,5.5,5.6
12331,60.0004,-177.23561,1997,1626.5,2.8,9.4
12332,60.00044,-169.30803,2015,432.0,1.2,5.3
12333,60.00045,-171.96607,2012,150.0,-1.5,4.0
12334,60.00049,-173.3179,2004,900.0,0.5,8.4
12335,60.0005,-171.31517,1982,14775.0,-1.2,4.7
12336,60.0005,-169.33975,1993,208942.0,3.6,5.3
12338,60.00062,-170.6253,2001,4977.0,-0.3,5.3
12339,60.00062,-169.95201,2003,563.0,1.6,6.7
12340,60.00062,-168.667,2007,154.0,1.7,1.8
12341,60.00063,-169.97247,2012,5169.0,-1.4,4.5
12342,60.00067,-169.32832,2002,170.0,2.3,6.4
12343,60.00071,-173.949,2002,667.0,1.9,7.7
12344,60.00073,-168.63335,2018,77.0,6.1,6.5
12345,60.00075,-176.64867,1989,326.5,1.9,9.8
12346,60.00075,-175.93209,1986,633.5,1.4,7.0
12347,60.00075,-170.63325,1993,206167.0,1.0,6.1
12348,60.00076,-177.20805,2014,69.0,1.8,10.2
12349,60.00083,-175.28004,2016,1112.0,2.2,11.2
12351,60.00084,-173.95284,1982,1415.0,1.2,5.6
12352,60.00084,-173.3005,1993,1022.5,0.0,8.6
12353,60.00085,-176.71486,2001,7595.0,1.4,8.3
12354,60.00086,-171.30193,1995,70218.0,-1.5,6.0
12355,60.0009,-171.96772,2014,298.0,0.0,8.5
12356,60.00092,-173.3025,1989,720.0,1.8,7.5
12357,60.00092,-172.62975,1986,355.5,-0.6,7.7
12358,60.00092,-170.63859,1985,961.0,-0.5,6.5
12359,60.00099,-167.99145,1999,72.0,0.1,0.7
12360,60.001,-169.97425,1993,138278.0,2.9,5.9
12361,60.00104,-173.3081,2003,259.0,2.0,8.7
12362,60.00108,-175.9335,1992,4342.0,1.6,9.3
12363,60.00109,-175.26325,1994,2041.0,1.0,6.1
12364,60.00113,-173.95805,1997,750.0,1.5,7.9
12365,60.00113,-172.63165,2001,1967.0,0.3,5.3
12366,60.00117,-169.98683,1985,523.0,-1.2,5.2
12367,60.00119,-177.22993,2015,285.0,2.5,9.0
12368,60.00122,-175.27169,1998,9981.5,1.5,8.1
12369,60.00125,-168.65225,1982,154.0,2.3,3.1
12370,60.00129,-168.65826,2009,77.0,2.6,2.6
12371,60.0013,-168.65178,2016,198.0,2.9,4.6
12372,60.00131,-174.60661,2003,632.5,2.1,9.3
12373,60.00133,-176.67076,2014,5017.5,1.9,10.1
12374,60.00135,-173.94836,2000,1166.0,1.3,7.0
12375,60.0015,-171.94234,1991,1541.0,0.0,6.9
12376,60.00155,-177.94024,1996,73.0,3.2,8.6
12377,60.00158,-171.31735,2015,11076.0,-1.3,6.2
12378,60.00166,-177.26061,2017,69.0,2.5,10.3
12379,60.00167,-174.57084,1978,253.0,2.2,7.8
12380,60.00167,-173.26583,1978,911.5,1.3,7.3
12381,60.00167,-171.30109,1988,58875.5,-0.4,6.8
12382,60.00168,-169.32344,1998,739.0,3.3,8.0
12383,60.00169,-177.96193,1995,254.0,1.6,7.9
12384,60.00169,-171.2996,2007,3456.0,-1.2,8.5
12385,60.0017,-175.93006,2001,706.5,2.3,6.9
12386,60.00172,-173.30655,2001,834.0,0.9,6.2
12387,60.00173,-177.2161,2012,3097.0,0.6,7.8
12388,60.00176,-176.72196,2002,442.0,1.5,8.9
12389,60.00176,-172.62271,1999,352.0,-1.4,3.1
12390,60.00182,-177.94955,1997,72.0,2.4,9.3
12391,60.00189,-175.2471,2003,629.0,3.9,9.5
12392,60.0019,-177.22141,1998,1790.0,2.5,9.0
12393,60.00192,-177.20975,1981,355.0,1.5,6.1
12394,60.00197,-173.95326,2004,1541.0,1.8,10.3
12395,60.002,-174.613,1985,696.0,1.3,5.1
12396,60.00204,-173.95105,2008,535.0,-0.1,5.0
12397,60.00205,-168.6477,2003,76.0,3.6,4.4
12398,60.00208,-172.63342,1989,552.0,1.5,7.2
12399,60.00211,-169.3308,2008,221.0,0.4,3.7
12400,60.00212,-173.31564,2008,364.0,-1.2,4.3
12401,60.00229,-175.27675,2008,888.0,0.9,5.6
12402,60.00231,-171.30011,2006,7179.0,-1.6,5.3
12403,60.00234,-177.88434,1993,272.0,1.8,10.8
12404,60.00234,-171.30525,1983,192123.0,-0.4,9.1
12405,60.00234,-170.632,1981,11402.0,1.3,4.9
12406,60.00238,-168.62922,1995,165.0,3.7,4.2
12407,60.00239,-176.71543,1998,1460.0,2.4,8.7
12408,60.00242,-174.60967,1984,1873.5,1.0,9.3
12409,60.00248,-169.96867,2017,2287.5,0.3,6.6
12410,60.0025,-172.59334,1978,633.0,1.4,7.1
12411,60.0025,-169.33125,1984,76.0,-1.2,6.8
12412,60.00258,-168.66777,2010,80.0,-0.3,2.6
12413,60.00259,-176.64408,1984,684.0,2.6,9.2
12414,60.00259,-170.63508,1989,1164.0,1.6,7.2
12415,60.00259,-168.65575,1983,154.0,3.0,6.3
12416,60.0026,-168.66301,2006,78.0,0.4,1.1
12417,60.00261,-174.61691,2016,199.0,1.7,11.4
12418,60.00262,-169.96575,2000,37351.0,1.0,6.3
12419,60.00263,-170.6345,2000,35746.0,0.6,6.2
12420,60.00267,-168.658,1987,76.0,2.5,3.0
12421,60.00267,-168.6571,2008,228.0,1.7,2.9
12422,60.00273,-172.65671,1996,508.0,0.7,7.1
12423,60.00274,-169.96988,1997,3899.0,-0.1,7.3
12424,60.00275,-175.93608,1996,40801.0,2.8,8.8
12425,60.00275,-175.2662,2005,854.0,3.0,7.6
12426,60.00275,-170.62458,1984,277.0,-1.0,6.9
12427,60.00277,-176.72375,2016,199.5,1.6,10.7
12428,60.00278,-171.96749,2013,251.5,-1.5,6.8
12429,60.00283,-177.93985,2000,381.0,0.5,7.7
12430,60.00283,-171.28805,2017,94348.0,-0.8,9.0
12431,60.00285,-175.26368,1995,23604.0,1.1,8.4
12432,60.00289,-177.92381,2007,220.0,1.7,9.8
12433,60.00289,-169.95001,2013,281.0,-0.9,5.7
12434,60.00292,-175.26867,1992,2696.0,1.4,8.5
12435,60.00292,-173.94171,2005,489.0,1.6,8.5
12436,60.00292,-172.65875,1994,577.5,-1.9,5.7
12437,60.00294,-171.95844,1996,1007.0,0.6,7.5
12438,60.00296,-173.25834,2015,104.0,-1.1,7.2
12439,60.00297,-170.60908,2015,2740.5,-1.0,5.5
12440,60.003,-177.8931,2018,74.0,2.3,9.1
12441,60.003,-177.18425,1989,868.0,1.9,10.0
12442,60.00301,-174.60045,2001,3463.0,2.1,6.3
12443,60.00302,-174.59731,2004,944.0,2.4,10.7
12444,60.00307,-177.91506,2004,138.0,2.3,10.7
12445,60.00309,-177.89606,2012,12327.5,0.9,7.4
12446,60.00309,-171.29155,2008,6409.0,-1.4,4.7
12448,60.00315,-175.92535,2010,1027.0,2.0,9.6
12449,60.00317,-177.91284,1994,346.0,1.6,6.9
12450,60.00318,-177.89746,2011,141.0,2.4,7.5
12451,60.00318,-176.71331,2008,300.5,1.0,5.9
12452,60.00322,-177.91106,2013,1855.0,1.6,9.8
12453,60.00324,-172.63955,2009,245.0,-1.2,4.5
12454,60.00326,-175.91188,2018,890.0,2.7,9.2
12455,60.00332,-171.95654,2003,280.5,2.1,7.9
12456,60.00332,-167.97289,2010,79.0,0.6,0.6
12457,60.00333,-175.27525,1986,656.5,1.3,7.1
12458,60.00334,-173.295,1981,1553.0,1.6,9.1
12459,60.00348,-177.21128,2013,301.5,1.4,10.3
12460,60.0035,-177.20334,1983,202.0,1.6,8.1
12461,60.0035,-173.94342,1981,129.0,1.6,9.4
12462,60.00356,-177.2247,2004,244.0,2.1,10.8
12463,60.00356,-173.95147,2015,1249.0,-0.2,7.3
12464,60.00358,-175.90392,1989,5102.0,2.7,9.8
12465,60.00359,-176.71417,1992,122.0,1.9,9.0
12466,60.00362,-174.60225,2015,197.0,0.6,7.3
12467,60.00365,-169.96906,2007,765.5,-1.4,4.9
12468,60.00367,-175.27301,2007,1003.0,1.1,8.6
12469,60.00367,-170.62142,1990,1503.0,-0.4,7.4
12470,60.00375,-171.28892,1981,18007.0,0.7,4.4
12471,60.00375,-169.28984,1980,13319.5,1.0,4.0
12473,60.00383,-176.71695,2005,772.0,2.0,7.7
12474,60.00383,-173.26305,2011,267.5,0.2,4.1
12475,60.00389,-169.32824,2011,113.0,2.5,4.0
12476,60.00395,-171.30327,2011,2548.0,-1.1,3.5
12477,60.004,-175.26426,2011,2132.0,1.7,5.4
12478,60.004,-173.29992,1984,307.0,-0.9,7.0
12479,60.00409,-176.71209,1993,575.0,1.6,9.4
12480,60.00409,-169.32117,1982,41207.0,2.3,6.2
12481,60.00417,-171.97917,1979,1317.0,1.8,8.0
12482,60.00423,-177.21065,2005,154.0,2.2,9.6
12483,60.00423,-176.71954,2011,1054.0,1.7,7.1
12484,60.00425,-169.31717,1986,229.0,1.2,5.3
12485,60.00427,-177.91221,2001,587.0,0.8,7.6
12486,60.00428,-173.26583,2014,745.0,0.3,9.0
12487,60.00429,-177.20775,2008,993.0,1.0,6.7
12488,60.00433,-173.3106,2002,2826.0,1.6,7.3
12489,60.00434,-169.31109,1981,43833.0,2.9,4.4
12490,60.00435,-168.65145,2000,222.0,2.3,2.8
12491,60.00442,-177.21711,2016,71.0,1.7,10.6
12492,60.00442,-173.27084,1995,1906.5,-1.2,7.0
12493,60.0045,-169.96783,1981,5558.0,2.0,4.9
12494,60.00455,-175.93186,2005,961.0,3.1,8.1
12495,60.0046,-172.60824,2017,7509.0,-0.3,9.1
12496,60.00463,-174.60422,2017,165.0,1.9,9.8
12497,60.00471,-176.74834,1997,3370.0,2.5,9.4
12498,60.00474,-175.24385,1999,2582.5,1.2,7.0
12499,60.0048,-177.87318,2016,150.0,1.8,10.3
12501,60.00492,-168.65708,1981,194.0,4.2,4.8
12502,60.00502,-173.31556,2005,413.0,0.7,6.3
12503,60.00508,-172.65892,1982,1223.5,-0.1,5.0
12504,60.00509,-172.64233,1985,805.5,-1.2,5.5
12505,60.0051,-173.25834,2012,906.0,-1.1,6.9
12507,60.00517,-177.90308,1992,173.5,1.7,8.8
12508,60.00517,-171.30903,2014,2273.0,-0.5,8.6
12509,60.00518,-174.55735,1999,6472.0,0.5,6.3
12510,60.00521,-172.64633,1998,1684.5,1.0,8.6
12511,60.00524,-173.26903,2016,944.0,1.2,10.4
12512,60.00527,-175.93465,1999,2214.5,1.6,7.3
12513,60.00531,-169.96701,2011,218.0,0.7,4.6
12514,60.00543,-171.29995,2005,17336.5,-0.8,9.3
12515,60.00554,-173.27098,2013,428.0,-1.3,8.9
12516,60.00555,-173.3196,2009,179.0,-1.1,5.1
12518,60.00583,-177.88034,1989,137.0,1.8,10.3
12520,60.00593,-174.60381,1997,8996.0,2.0,9.2
12521,60.00603,-175.92985,2006,1335.0,1.9,8.6
12522,60.00626,-170.63211,2006,2520.0,-1.6,4.3
12523,60.00631,-177.89476,2006,135.0,1.9,8.5
12524,60.00633,-171.27392,1980,59990.0,-0.9,4.9
12525,60.00634,-168.63942,1986,72.0,2.2,3.9
12526,60.00635,-169.32492,2010,226.0,-1.2,2.3
12527,60.00646,-172.63783,1995,282.0,-1.0,7.3
12528,60.00655,-171.94624,1999,2088.0,-1.4,3.9
12529,60.00655,-169.96325,1999,3689.0,-1.4,3.5
12530,60.00661,-177.90614,2015,2836.5,2.1,9.0
12531,60.00667,-170.62992,1991,2382.0,-0.1,9.2
12532,60.00667,-170.62359,1982,2379.0,-0.6,6.3
12533,60.00669,-169.97333,2018,36883.0,3.5,6.9
12534,60.00673,-176.7157,2000,30665.5,0.4,8.9
12535,60.00676,-173.26898,2018,459.0,3.5,6.6
12536,60.00682,-169.97551,1998,617.0,2.9,8.4
12537,60.00683,-169.31667,1983,87.0,1.7,8.3
12538,60.00684,-171.983,1983,130.5,-0.5,9.4
12539,60.00695,-175.25531,2017,528.0,2.2,10.1
12540,60.007,-177.916,2009,134.0,1.2,6.0
12541,60.0071,-167.9898,2009,217.0,3.8,3.8
12542,60.00718,-177.20361,2011,907.0,1.6,7.6
12543,60.00723,-169.97282,1996,4711.0,1.3,6.5
12544,60.00726,-170.61375,2013,308.0,-1.4,6.1
12545,60.00728,-173.94447,1995,4178.5,0.8,7.6
12546,60.0073,-170.6428,2018,94248.5,2.8,7.2
12547,60.00732,-175.27265,2009,580.0,1.3,6.2
12548,60.0074,-177.22114,1996,1251.0,2.9,8.6
12549,60.00759,-169.96496,2016,75.0,2.7,11.3
12550,60.00767,-169.97417,1988,88.0,1.6,6.5
12551,60.00775,-168.65667,1985,192.0,2.1,3.2
12552,60.00792,-177.21834,1992,132.0,1.9,9.0
12553,60.00799,-173.9527,1999,724.0,0.2,6.4
12554,60.008,-174.61467,1993,976.0,2.2,9.0
12555,60.008,-173.95025,1989,8617.0,2.2,8.4
12556,60.00803,-173.96135,2003,695.0,1.6,9.9
12557,60.00807,-169.9546,2001,2237.0,-1.0,4.7
12558,60.00808,-171.29558,1986,34759.0,-1.2,7.7
12559,60.00823,-173.9361,2009,246.0,0.4,5.9
12560,60.00824,-175.26413,1996,10133.0,3.9,8.5
12561,60.00834,-169.935,1979,117.0,6.6,10.1
12562,60.00839,-177.90841,2008,71.0,1.0,6.3
12563,60.00848,-176.6808,2007,75.0,1.8,10.3
12564,60.0087,-171.9586,2005,161.5,0.1,9.1
12565,60.00875,-170.6285,1994,42566.0,-2.0,5.9
12566,60.00884,-176.71709,1991,3382.0,0.9,9.3
12567,60.00898,-174.60488,1996,12018.5,3.5,8.5
12568,60.009,-173.95508,1986,186.0,-0.4,6.5
12569,60.00917,-175.93725,1983,4112.0,1.7,9.1
12570,60.00917,-169.969,1982,630.5,1.5,5.5
12571,60.00927,-175.26677,1997,15247.5,2.3,9.1
12572,60.00928,-171.96125,2008,399.5,-1.5,4.6
12573,60.00934,-173.28409,1986,182.0,-0.9,7.1
12574,60.00938,-175.27291,2002,4282.0,2.1,9.9
12575,60.0094,-167.99075,2007,154.0,3.4,3.6
12576,60.00961,-169.33386,2009,379.0,0.1,3.3
12577,60.00992,-173.28892,1980,16839.0,-0.4,6.2
12578,60.00994,-169.93621,2002,72.0,1.5,6.9
12579,60.01,-176.72908,1985,457.0,0.8,8.0
12580,60.01,-175.24817,1988,4516.0,1.2,7.8
12581,60.01,-169.3275,1979,9014.0,7.6,8.8
12582,60.01005,-167.9838,2006,71.0,2.2,2.2
12583,60.01032,-167.99725,2016,76.0,5.6,6.3
12585,60.0106,-175.93554,2013,413.5,1.3,10.1
12586,60.01063,-167.99208,2012,179.0,3.3,3.3
12587,60.01065,-175.9277,2000,319.0,1.4,9.7
12588,60.01076,-173.31301,2000,896.0,0.3,7.0
12589,60.01108,-175.28542,1985,788.0,1.5,7.0
12590,60.01125,-167.98932,1998,69.0,4.8,5.3
12591,60.01141,-173.31305,2007,2106.0,-1.0,7.8
12592,60.01156,-171.96371,1995,1443.0,-1.0,6.6
12593,60.01167,-167.99901,2011,163.0,5.0,5.2
12594,60.01173,-175.2178,2001,9886.0,2.6,7.1
12595,60.01186,-174.60775,2013,399.0,0.5,9.7
12596,60.01202,-169.31926,2001,265.0,-1.3,1.2
12597,60.01208,-173.9563,2018,720.5,3.2,7.4
12599,60.0125,-168.63417,1979,11334.0,7.4,9.2
12600,60.01252,-175.93443,2011,1215.5,2.3,7.2
12601,60.01252,-171.33376,2001,5461.0,0.7,5.5
12602,60.01283,-170.64017,1986,1948.0,-1.7,6.2
12603,60.01303,-174.59758,1995,6698.0,0.8,7.9
12604,60.01347,-173.94201,2007,193.0,0.5,8.6
12605,60.01358,-172.62792,1987,1113.5,0.8,9.2
12606,60.01358,-170.63399,2002,1795.0,1.4,6.6
12607,60.01368,-175.93902,2015,2192.0,2.3,8.5
12610,60.01434,-175.93734,1988,2650.0,1.8,7.8
12611,60.015,-177.23667,1986,143.0,1.6,7.7
12612,60.01517,-177.24758,1991,923.0,0.9,9.8
12613,60.01542,-175.21183,1989,10144.0,2.9,9.5
12614,60.016,-174.60517,1980,452.0,1.7,6.7
12615,60.01631,-167.99423,2013,152.0,2.8,2.9
12616,60.01842,-175.92784,1980,64463.0,1.4,7.0
12617,60.01908,-173.331,1983,604.5,-0.1,9.1
12618,60.01934,-174.60342,1989,1386.0,2.5,8.6
12619,60.01992,-174.59434,1990,4063.0,0.4,8.7
12620,60.02033,-175.93108,1991,7132.5,1.2,9.5
12621,60.02042,-168.64842,1993,112921.0,4.9,5.0
12622,60.021,-174.58284,1982,993.0,1.8,7.4
12623,60.02133,-171.95484,1980,94.0,-0.9,4.3
12624,60.0221,-170.6259,2004,715.0,0.3,8.2
12625,60.02333,-170.61092,1988,89897.0,0.4,5.8
12626,60.02334,-171.29583,1978,29778.0,0.1,6.5
12627,60.02356,-170.61385,1999,5959.5,-1.6,3.6
12628,60.02381,-177.8635,1999,674.0,0.2,6.5
12629,60.02513,-174.5858,2002,2733.5,2.0,8.3
12630,60.02516,-169.9912,1995,13549.0,-0.6,6.3
12631,60.02623,-176.68048,2013,2421.5,1.4,10.0
12632,60.02883,-176.74509,1982,155.5,2.2,7.8
12633,60.03375,-176.72408,1990,1538.0,1.3,10.1
12634,60.03559,-173.94567,1990,865.0,-0.5,8.8
12635,60.03708,-168.00942,1984,80.0,2.1,1.6
12636,60.04184,-174.60439,2018,861.0,3.1,8.8
12637,60.04317,-171.31309,1990,29177.0,-1.0,8.7
12638,60.0645,-173.33809,1988,427.0,-0.4,7.2
12639,60.10942,-173.76033,1986,742.0,-0.7,6.9
12640,60.11261,-173.7719,2008,689.0,-0.8,4.1
12641,60.11491,-173.78076,2007,427.0,-0.2,8.4
12642,60.11679,-173.76785,1999,3926.0,-0.1,4.3
12643,60.11849,-173.75298,1997,1092.0,0.9,7.7
12644,60.11917,-173.75475,1991,8259.0,-0.6,8.4
12645,60.12065,-173.7638,2006,1979.0,-1.1,7.0
12646,60.12076,-173.77576,2016,15204.0,1.1,10.7
12647,60.12143,-173.77205,2003,586.0,1.7,8.5
12648,60.12344,-173.76832,2017,76093.0,1.0,9.0
12649,60.12438,-173.77496,2004,13216.0,1.3,10.1
12650,60.12482,-173.77432,2014,363.0,1.2,9.2
12651,60.12494,-173.76932,2018,14776.5,3.3,7.1
12652,60.12566,-173.76866,2011,2732.0,0.5,4.3
12653,60.12606,-173.76639,2013,463.0,-1.2,8.9
12654,60.12622,-173.77351,2015,324.0,-1.1,7.1
12655,60.12626,-173.76089,2012,279.0,-1.1,6.8
12656,60.127,-173.75209,1993,4453.0,0.9,8.9
12657,60.12734,-173.74558,1994,1045.0,-1.0,6.0
12658,60.12737,-173.77761,2005,4492.0,1.1,7.7
12659,60.12741,-173.7693,2000,586.0,1.0,7.4
12660,60.12788,-173.74479,1995,10389.0,-1.4,7.7
12661,60.12851,-173.7782,2009,758.0,-0.7,5.9
12662,60.12934,-173.76431,2010,357.0,0.4,8.3
12663,60.13042,-174.41192,1991,814.0,0.3,8.8
12664,60.13363,-173.73435,1996,5088.5,1.6,7.1
12666,60.14867,-174.32842,1989,21437.0,2.5,7.6
12667,60.14892,-173.58725,1984,557.5,-1.0,7.3
12668,60.15167,-174.34875,1993,7412.0,1.8,7.8
12669,60.15392,-172.33542,1993,541.0,2.5,6.9
12670,60.1547,-172.9732,2012,380.0,-1.4,4.5
12671,60.15542,-174.35369,2013,1259.0,0.0,9.4
12672,60.1557,-172.31266,2018,388.5,3.9,7.6
12673,60.15658,-174.35892,1987,18245.0,2.5,9.2
12674,60.15684,-172.3035,1986,187.5,1.1,7.0
12675,60.15715,-172.988,2010,697.0,0.5,6.7
12676,60.15725,-173.02917,1992,830.0,-0.7,6.5
12677,60.15789,-173.78279,1998,2092.0,1.4,8.4
12678,60.15839,-172.97915,2009,537.0,0.7,3.8
12679,60.15898,-172.31558,2015,364.0,2.8,3.9
12680,60.15925,-174.37084,1985,778.0,0.6,6.9
12681,60.15949,-172.32464,2014,274.0,4.4,4.7
12683,60.1606,-174.35915,2005,2384.5,1.7,7.1
12684,60.16066,-173.57285,2002,1633.5,1.7,6.9
12685,60.1609,-172.3195,2007,1376.0,1.7,6.5
12686,60.16113,-172.995,1996,2345.5,2.0,6.7
12687,60.16113,-172.32401,2003,715.0,2.9,7.5
12688,60.16136,-174.35255,2015,175.0,0.5,7.4
12689,60.16144,-172.9872,2005,540.0,0.5,6.2
12690,60.1615,-172.32585,2001,150.0,0.9,3.0
12691,60.16153,-172.32524,2010,1168.0,1.7,6.0
12692,60.16189,-172.3268,2011,525.0,1.3,3.2
12693,60.1623,-172.3063,2005,312.0,0.5,5.8
12694,60.16234,-172.32705,2006,300.0,0.4,4.8
12695,60.16271,-172.32646,2009,391.5,0.5,3.5
12696,60.16278,-172.32795,2013,176.0,0.7,2.8
12697,60.16284,-172.32267,1989,604.0,3.1,7.0
12698,60.163,-173.03134,1985,469.0,0.3,4.5
12699,60.16315,-174.35568,1997,3337.0,1.5,9.2
12700,60.16325,-172.24975,1983,583.5,2.8,5.2
12701,60.16338,-174.35203,1998,4055.0,1.6,8.8
12702,60.16385,-172.32925,2008,217.0,-0.6,3.9
12703,60.16416,-172.33192,1996,620.5,3.1,5.2
12704,60.16427,-174.36115,2017,1199.0,1.0,9.4
12705,60.16433,-173.55442,1985,481.5,-0.3,5.5
12707,60.16513,-174.35946,2018,20727.0,3.2,8.8
12708,60.16561,-174.35217,2011,1833.0,1.0,4.6
12709,60.16563,-173.02009,1997,1369.0,0.5,7.7
12710,60.16583,-174.34992,1983,1166.0,1.6,9.5
12711,60.16596,-172.33846,1999,298.0,-0.3,1.5
12712,60.166,-173.54909,1989,2115.0,2.2,7.4
12713,60.16613,-172.34129,2000,266.0,1.8,3.1
12714,60.16634,-172.32084,1991,1390.5,2.3,6.9
12715,60.16645,-172.31456,2004,143.0,2.6,6.8
12717,60.16659,-174.34675,2007,408.0,0.7,8.7
12719,60.16667,-172.2475,1985,160.0,0.7,3.1
12720,60.16668,-172.33478,2017,108.0,2.2,6.7
12721,60.16709,-174.33125,1994,1702.0,-0.3,6.2
12723,60.1675,-175.64917,1979,3739.0,2.1,8.4
12724,60.1675,-172.33467,1994,602.0,-1.1,5.7
12725,60.16767,-172.31817,1988,1288.0,1.9,5.9
12726,60.16775,-172.99717,1986,238.0,-0.2,7.7
12727,60.16795,-174.35762,2016,151.0,1.4,10.2
12729,60.16825,-174.34817,1990,11341.0,-0.3,7.7
12730,60.16842,-174.35567,1992,471.0,-0.7,7.9
12731,60.16876,-174.35091,2014,921.0,1.5,9.4
12732,60.1688,-172.33345,2002,395.0,2.5,4.6
12733,60.16882,-174.33525,2002,1296.0,1.8,7.9
12734,60.16917,-177.59917,1979,304.0,0.8,8.0
12735,60.16935,-174.3509,2000,5566.0,1.6,7.8
12736,60.1695,-172.28442,1984,292.0,2.0,6.9
12737,60.16958,-172.32835,2016,150.0,1.5,11.0
12739,60.1697,-173.00492,2014,218.0,1.8,8.1
12740,60.1701,-174.3529,2008,1635.0,0.2,5.0
12741,60.17017,-174.361,2003,783.0,1.6,10.6
12742,60.1705,-172.96209,1984,804.0,-1.0,7.2
12743,60.17073,-172.35086,1998,1477.0,2.4,9.6
12744,60.17125,-173.01975,1991,1787.0,1.2,8.1
12745,60.17129,-173.04215,1999,729.0,-1.1,3.2
12746,60.17133,-172.33008,1992,866.0,1.2,5.6
12747,60.17142,-174.34175,1988,15840.0,0.3,9.0
12748,60.17142,-173.03083,1990,1343.0,0.4,7.9
12749,60.17167,-172.995,1983,2938.0,0.7,7.9
12750,60.17178,-174.3649,2001,18174.0,1.7,7.2
12751,60.17297,-174.35575,2009,327.0,0.5,6.0
12752,60.1732,-174.35478,2012,427.5,-0.1,6.6
12753,60.17367,-172.32455,2012,690.0,-0.5,3.0
12754,60.17375,-172.97359,1989,4763.0,2.7,5.3
12755,60.1739,-174.34983,2010,623.0,0.6,8.8
12756,60.17422,-173.00682,2016,142.0,1.4,12.5
12757,60.1746,-174.35586,1996,7382.5,2.3,8.4
12758,60.17465,-173.01381,1998,2154.5,1.5,6.5
12759,60.17484,-174.41375,1984,620.5,-1.0,7.5
12760,60.17521,-173.01781,2002,371.0,2.5,6.3
12761,60.1763,-173.01342,2018,470.5,4.2,6.3
12762,60.17635,-173.01953,2013,186.5,-0.6,8.7
12763,60.17715,-173.02065,2008,1216.0,-1.1,3.3
12764,60.17716,-173.02194,2017,281.0,0.6,7.4
12765,60.17731,-173.02265,2004,1436.5,1.0,8.6
12766,60.17754,-173.02159,2015,141.0,0.3,7.1
12767,60.17765,-173.01905,2006,1132.0,-1.1,5.2
12768,60.17791,-173.03915,2000,602.0,1.1,6.8
12769,60.17792,-173.02075,1987,964.0,1.2,8.7
12770,60.17872,-173.02409,2011,560.0,0.0,4.4
12771,60.18022,-174.3505,2006,135.0,0.6,7.5
12773,60.18176,-173.04496,2003,661.0,2.5,7.6
12774,60.18214,-174.35076,2004,137.0,1.9,10.8
12775,60.18242,-174.37662,1995,24874.0,-1.0,7.9
12776,60.18634,-174.33817,1986,2067.0,-0.2,7.1
12777,60.1871,-173.03075,2001,364.0,1.3,5.6
12778,60.18728,-174.394,1999,3024.0,0.3,6.5
12779,60.19186,-173.03415,2007,1146.0,-0.2,7.2
12780,60.19975,-173.61392,1983,360.0,0.0,9.0
12781,60.2495,-168.71242,1987,80.0,3.3,3.8
12782,60.26034,-175.37367,1982,450.0,2.4,7.7
12783,60.26375,-176.69558,1988,6413.5,1.4,8.6
12784,60.29035,-173.37544,2014,1110.0,0.6,9.0
12785,60.29105,-173.37638,2012,1327.0,-1.4,6.6
12786,60.29117,-170.63484,1984,638.0,-0.9,6.4
12787,60.29155,-173.38106,2015,558.0,0.2,7.0
12788,60.29165,-173.38087,2016,489.5,1.2,11.0
12789,60.29426,-173.38143,2010,362.5,0.0,8.1
12790,60.29465,-173.3797,2018,470.0,3.9,6.2
12791,60.29568,-173.3789,2009,522.0,-0.8,3.8
12792,60.29598,-173.37855,2006,2532.0,-1.0,5.3
12793,60.29622,-173.37991,2013,1153.0,-0.8,9.2
12794,60.29833,-173.38045,2017,11621.0,0.1,9.2
12795,60.29898,-173.37921,2008,906.0,-1.3,4.3
12796,60.2995,-169.32992,1989,890.5,4.0,6.0
12797,60.29961,-173.3828,2000,662.0,0.6,7.7
12798,60.30015,-173.3784,1999,386.0,-1.3,3.8
12799,60.30017,-169.32705,2001,2780.5,-1.3,0.8
12800,60.30092,-174.62534,1991,2157.0,-0.3,8.7
12801,60.30467,-177.37125,1987,48941.5,1.8,8.9
12803,60.305,-172.09233,1988,713.0,-0.5,6.4
12804,60.30525,-169.32817,1988,23455.5,2.4,5.0
12806,60.30642,-177.3587,1999,844.5,0.5,6.9
12807,60.30775,-168.67084,1988,895.0,3.6,5.2
12808,60.30825,-175.37792,1990,13423.5,1.3,9.4
12809,60.31075,-170.023,1990,461.0,1.3,7.2
